"grammar_pattern","japanese_sentence","hiragana_reading","korean_translation","question_type","difficulty","file_source"
"でございます","今日はいい天気でございます。","きょうはいいてんきでございます。","오늘은 좋은 날씨입니다.","sentence_completion","1","16_でございます.md"
"でございます","今日はいい天気でございます。","きょうはいいてんきでございます。","오늘은 좋은 날씨입니다.","meaning_comprehension","1","16_でございます.md"
"でございます","お値段は千円でございます。","おねだんはせんえんでございます。","가격은 천엔입니다.","sentence_completion","1","16_でございます.md"
"でございます","お値段は千円でございます。","おねだんはせんえんでございます。","가격은 천엔입니다.","meaning_comprehension","1","16_でございます.md"
"でございます","こちらは新製品でございます。","こちらはしんせいひんでございます。","이것은 신제품입니다.","sentence_completion","1","16_でございます.md"
"でございます","こちらは新製品でございます。","こちらはしんせいひんでございます。","이것은 신제품입니다.","meaning_comprehension","1","16_でございます.md"
"でございます","駅までは５分でございます。","えきまではごふんでございます。","역까지는 5분입니다.","sentence_completion","1","16_でございます.md"
"でございます","駅までは５分でございます。","えきまではごふんでございます。","역까지는 5분입니다.","meaning_comprehension","1","16_でございます.md"
"でございます","こちらは特別料金でございます。","こちらはとくべつりょうきんでございます。","이것은 특별 요금입니다.","sentence_completion","1","16_でございます.md"
"でございます","こちらは特別料金でございます。","こちらはとくべつりょうきんでございます。","이것은 특별 요금입니다.","meaning_comprehension","1","16_でございます.md"
"でございます","お客様のお荷物でございます。","おきゃくさまのおにもつでございます。","고객님의 짐입니다.","sentence_completion","1","16_でございます.md"
"でございます","お客様のお荷物でございます。","おきゃくさまのおにもつでございます。","고객님의 짐입니다.","meaning_comprehension","1","16_でございます.md"
"でございます","お部屋は２階でございます。","おへやはにかいでございます。","방은 2층입니다.","sentence_completion","1","16_でございます.md"
"でございます","お部屋は２階でございます。","おへやはにかいでございます。","방은 2층입니다.","meaning_comprehension","1","16_でございます.md"
"でも","コーヒーでも飲みませんか。","コーヒーでものみませんか。","커피라도 마시지 않겠습니까?","sentence_completion","1","17_でも.md"
"でも","コーヒーでも飲みませんか。","コーヒーでものみませんか。","커피라도 마시지 않겠습니까?","meaning_comprehension","1","17_でも.md"
"でも","映画でも見に行きましょう。","えいがでもみにいきましょう。","영화라도 보러 갑시다.","sentence_completion","1","17_でも.md"
"でも","映画でも見に行きましょう。","えいがでもみにいきましょう。","영화라도 보러 갑시다.","meaning_comprehension","1","17_でも.md"
"でも","何でも食べます。","なんでもたべます。","뭐든지 먹습니다.","sentence_completion","1","17_でも.md"
"でも","何でも食べます。","なんでもたべます。","뭐든지 먹습니다.","meaning_comprehension","1","17_でも.md"
"でも","どこでも行きます。","どこでもいきます。","어디든지 갑니다.","sentence_completion","1","17_でも.md"
"でも","どこでも行きます。","どこでもいきます。","어디든지 갑니다.","meaning_comprehension","1","17_でも.md"
"でも","新聞でも読んで待ってください。","しんぶんでもよんでまってください。","신문이라도 읽으면서 기다려 주세요.","sentence_completion","1","17_でも.md"
"でも","新聞でも読んで待ってください。","しんぶんでもよんでまってください。","신문이라도 읽으면서 기다려 주세요.","meaning_comprehension","1","17_でも.md"
"でも","誰でも参加できます。","だれでもさんかできます。","누구든지 참가할 수 있습니다.","sentence_completion","1","17_でも.md"
"でも","誰でも参加できます。","だれでもさんかできます。","누구든지 참가할 수 있습니다.","meaning_comprehension","1","17_でも.md"
"でも","いつでも来てください。","いつでもきてください。","언제든지 와 주세요.","sentence_completion","1","17_でも.md"
"でも","いつでも来てください。","いつでもきてください。","언제든지 와 주세요.","meaning_comprehension","1","17_でも.md"
"でも","お茶でもいかがですか。","おちゃでもいかがですか。","차라도 어떠십니까?","sentence_completion","1","17_でも.md"
"でも","お茶でもいかがですか。","おちゃでもいかがですか。","차라도 어떠십니까?","meaning_comprehension","1","17_でも.md"
"でも","本でも買って帰ります。","ほんでもかってかえります。","책이라도 사서 돌아갑니다.","sentence_completion","1","17_でも.md"
"でも","本でも買って帰ります。","ほんでもかってかえります。","책이라도 사서 돌아갑니다.","meaning_comprehension","1","17_でも.md"
"でも","どんな仕事でもします。","どんなしごとでもします。","어떤 일이든지 합니다.","sentence_completion","1","17_でも.md"
"でも","どんな仕事でもします。","どんなしごとでもします。","어떤 일이든지 합니다.","meaning_comprehension","1","17_でも.md"
"ではないか","彼は頭がいいではないか。","かれはあたまがいいではないか。","그는 머리가 좋지 않은가.","sentence_completion","1","18_ではないか.md"
"ではないか","彼は頭がいいではないか。","かれはあたまがいいではないか。","그는 머리가 좋지 않은가.","meaning_comprehension","1","18_ではないか.md"
"ではないか","この料理は美味しいではないか。","このりょうりはおいしいではないか。","이 요리는 맛있지 않은가.","sentence_completion","1","18_ではないか.md"
"ではないか","この料理は美味しいではないか。","このりょうりはおいしいではないか。","이 요리는 맛있지 않은가.","meaning_comprehension","1","18_ではないか.md"
"ではないか","君は優秀ではないか。","きみはゆうしゅうではないか。","너는 우수하지 않은가.","sentence_completion","1","18_ではないか.md"
"ではないか","君は優秀ではないか。","きみはゆうしゅうではないか。","너는 우수하지 않은가.","meaning_comprehension","1","18_ではないか.md"
"ではないか","今日は暖かいではないか。","きょうはあたたかいではないか。","오늘은 따뜻하지 않은가.","sentence_completion","1","18_ではないか.md"
"ではないか","今日は暖かいではないか。","きょうはあたたかいではないか。","오늘은 따뜻하지 않은가.","meaning_comprehension","1","18_ではないか.md"
"ではないか","彼女は親切ではないか。","かのじょはしんせつではないか。","그녀는 친절하지 않은가.","sentence_completion","1","18_ではないか.md"
"ではないか","彼女は親切ではないか。","かのじょはしんせつではないか。","그녀는 친절하지 않은가.","meaning_comprehension","1","18_ではないか.md"
"ではないか","この景色は綺麗ではないか。","このけしきはきれいではないか。","이 경치는 아름답지 않은가.","sentence_completion","1","18_ではないか.md"
"ではないか","この景色は綺麗ではないか。","このけしきはきれいではないか。","이 경치는 아름답지 않은가.","meaning_comprehension","1","18_ではないか.md"
"ではないか","この問題は簡単ではないか。","このもんだいはかんたんではないか。","이 문제는 간단하지 않은가.","sentence_completion","1","18_ではないか.md"
"ではないか","この問題は簡単ではないか。","このもんだいはかんたんではないか。","이 문제는 간단하지 않은가.","meaning_comprehension","1","18_ではないか.md"
"ではないか","あの人は有名人ではないか。","あのひとはゆうめいじんではないか。","저 사람은 유명인이 아닌가.","sentence_completion","1","18_ではないか.md"
"ではないか","あの人は有名人ではないか。","あのひとはゆうめいじんではないか。","저 사람은 유명인이 아닌가.","meaning_comprehension","1","18_ではないか.md"
"ではないか","この建物は古いではないか。","このたてものはふるいではないか。","이 건물은 오래되지 않았나.","sentence_completion","1","18_ではないか.md"
"ではないか","この建物は古いではないか。","このたてものはふるいではないか。","이 건물은 오래되지 않았나.","meaning_comprehension","1","18_ではないか.md"
"ではないか","彼は医者ではないか。","かれはいしゃではないか。","그는 의사가 아닌가.","sentence_completion","1","18_ではないか.md"
"ではないか","彼は医者ではないか。","かれはいしゃではないか。","그는 의사가 아닌가.","meaning_comprehension","1","18_ではないか.md"
"が必要","パスポートが必要です。","パスポートがひつようです。","여권이 필요합니다.","sentence_completion","1","19_が必要.md"
"が必要","パスポートが必要です。","パスポートがひつようです。","여권이 필요합니다.","meaning_comprehension","1","19_が必要.md"
"が必要","お金が必要になりました。","おかねがひつようになりました。","돈이 필요하게 되었습니다.","sentence_completion","1","19_が必要.md"
"が必要","お金が必要になりました。","おかねがひつようになりました。","돈이 필요하게 되었습니다.","meaning_comprehension","1","19_が必要.md"
"が必要","薬が必要だと思います。","くすりがひつようだとおもいます。","약이 필요하다고 생각합니다.","sentence_completion","1","19_が必要.md"
"が必要","薬が必要だと思います。","くすりがひつようだとおもいます。","약이 필요하다고 생각합니다.","meaning_comprehension","1","19_が必要.md"
"が必要","時間が必要です。","じかんがひつようです。","시간이 필요합니다.","sentence_completion","1","19_が必要.md"
"が必要","時間が必要です。","じかんがひつようです。","시간이 필요합니다.","meaning_comprehension","1","19_が必要.md"
"が必要","勇気が必要でした。","ゆうきがひつようでした。","용기가 필요했습니다.","sentence_completion","1","19_が必要.md"
"が必要","勇気が必要でした。","ゆうきがひつようでした。","용기가 필요했습니다.","meaning_comprehension","1","19_が必要.md"
"が必要","運動することが必要です。","うんどうすることがひつようです。","운동하는 것이 필요합니다.","sentence_completion","1","19_が必要.md"
"が必要","運動することが必要です。","うんどうすることがひつようです。","운동하는 것이 필요합니다.","meaning_comprehension","1","19_が必要.md"
"が必要","休憩が必要だ。","きゅうけいがひつようだ。","휴식이 필요하다.","sentence_completion","1","19_が必要.md"
"が必要","休憩が必要だ。","きゅうけいがひつようだ。","휴식이 필요하다.","meaning_comprehension","1","19_が必要.md"
"が必要","許可が必要でしょう。","きょかがひつようでしょう。","허가가 필요할 것입니다.","sentence_completion","1","19_が必要.md"
"が必要","許可が必要でしょう。","きょかがひつようでしょう。","허가가 필요할 것입니다.","meaning_comprehension","1","19_が必要.md"
"が必要","練習が必要だと言われました。","れんしゅうがひつようだといわれました。","연습이 필요하다고 들었습니다.","sentence_completion","1","19_が必要.md"
"が必要","練習が必要だと言われました。","れんしゅうがひつようだといわれました。","연습이 필요하다고 들었습니다.","meaning_comprehension","1","19_が必要.md"
"が必要","手術が必要かもしれません。","しゅじゅつがひつようかもしれません。","수술이 필요할지도 모릅니다.","sentence_completion","1","19_が必要.md"
"が必要","手術が必要かもしれません。","しゅじゅつがひつようかもしれません。","수술이 필요할지도 모릅니다.","meaning_comprehension","1","19_が必要.md"
"がする","いい匂いがします。","いいにおいがします。","좋은 냄새가 납니다.","sentence_completion","1","20_がする.md"
"がする","いい匂いがします。","いいにおいがします。","좋은 냄새가 납니다.","meaning_comprehension","1","20_がする.md"
"がする","変な音がしました。","へんなおとがしました。","이상한 소리가 났습니다.","sentence_completion","1","20_がする.md"
"がする","変な音がしました。","へんなおとがしました。","이상한 소리가 났습니다.","meaning_comprehension","1","20_がする.md"
"がする","甘い味がします。","あまいあじがします。","단맛이 납니다.","sentence_completion","1","20_がする.md"
"がする","甘い味がします。","あまいあじがします。","단맛이 납니다.","meaning_comprehension","1","20_がする.md"
"がする","危険な感じがします。","きけんなかんじがします。","위험한 느낌이 듭니다.","sentence_completion","1","20_がする.md"
"がする","危険な感じがします。","きけんなかんじがします。","위험한 느낌이 듭니다.","meaning_comprehension","1","20_がする.md"
"がする","懐かしい気がしました。","なつかしいきがしました。","그리운 기분이 들었습니다.","sentence_completion","1","20_がする.md"
"がする","懐かしい気がしました。","なつかしいきがしました。","그리운 기분이 들었습니다.","meaning_comprehension","1","20_がする.md"
"がする","焼けた匂いがします。","やけたにおいがします。","탄 냄새가 납니다.","sentence_completion","1","20_がする.md"
"がする","焼けた匂いがします。","やけたにおいがします。","탄 냄새가 납니다.","meaning_comprehension","1","20_がする.md"
"がする","不安な気持ちがします。","ふあんなきもちがします。","불안한 기분이 듭니다.","sentence_completion","1","20_がする.md"
"がする","不安な気持ちがします。","ふあんなきもちがします。","불안한 기분이 듭니다.","meaning_comprehension","1","20_がする.md"
"がする","電話の音がしました。","でんわのおとがしました。","전화 소리가 났습니다.","sentence_completion","1","20_がする.md"
"がする","電話の音がしました。","でんわのおとがしました。","전화 소리가 났습니다.","meaning_comprehension","1","20_がする.md"
"がする","酸っぱい味がします。","すっぱいあじがします。","신맛이 납니다.","sentence_completion","1","20_がする.md"
"がする","酸っぱい味がします。","すっぱいあじがします。","신맛이 납니다.","meaning_comprehension","1","20_がする.md"
"がする","雷の音がしています。","かみなりのおとがしています。","천둥소리가 나고 있습니다.","sentence_completion","1","20_がする.md"
"がする","雷の音がしています。","かみなりのおとがしています。","천둥소리가 나고 있습니다.","meaning_comprehension","1","20_がする.md"
"がり","彼は恥ずかしがりです。","かれははずかしがりです。","그는 부끄러움을 많이 탑니다.","sentence_completion","1","21_がり.md"
"がり","彼は恥ずかしがりです。","かれははずかしがりです。","그는 부끄러움을 많이 탑니다.","meaning_comprehension","1","21_がり.md"
"がり","寒がりの人は厚い服を着ます。","さむがりのひとはあついふくをきます。","추위를 타는 사람은 두꺼운 옷을 입습니다.","sentence_completion","1","21_がり.md"
"がり","寒がりの人は厚い服を着ます。","さむがりのひとはあついふくをきます。","추위를 타는 사람은 두꺼운 옷을 입습니다.","meaning_comprehension","1","21_がり.md"
"がり","暑がりなので冷房をつけました。","あつがりなのでれいぼうをつけました。","더위를 타서 에어컨을 켰습니다.","sentence_completion","1","21_がり.md"
"がり","暑がりなので冷房をつけました。","あつがりなのでれいぼうをつけました。","더위를 타서 에어컨을 켰습니다.","meaning_comprehension","1","21_がり.md"
"がり","痛がりで注射が嫌いです。","いたがりでちゅうしゃがきらいです。","아픈 것을 싫어해서 주사를 싫어합니다.","sentence_completion","1","21_がり.md"
"がり","痛がりで注射が嫌いです。","いたがりでちゅうしゃがきらいです。","아픈 것을 싫어해서 주사를 싫어합니다.","meaning_comprehension","1","21_がり.md"
"がり","怖がりの子供が泣いています。","こわがりのこどもがないています。","겁이 많은 아이가 울고 있습니다.","sentence_completion","1","21_がり.md"
"がり","怖がりの子供が泣いています。","こわがりのこどもがないています。","겁이 많은 아이가 울고 있습니다.","meaning_comprehension","1","21_がり.md"
"がり","甘がりで砂糖をたくさん入れます。","あまがりでさとうをたくさんいれます.","단것을 좋아해서 설탕을 많이 넣습니다.","sentence_completion","1","21_がり.md"
"がり","甘がりで砂糖をたくさん入れます。","あまがりでさとうをたくさんいれます.","단것을 좋아해서 설탕을 많이 넣습니다.","meaning_comprehension","1","21_がり.md"
"がり","寂しがりなのでペットを飼っています。","さびしがりなのでペットをかっています。","외로움을 타서 애완동물을 키우고 있습니다.","sentence_completion","1","21_がり.md"
"がり","寂しがりなのでペットを飼っています。","さびしがりなのでペットをかっています。","외로움을 타서 애완동물을 키우고 있습니다.","meaning_comprehension","1","21_がり.md"
"がり","酸っぱがりで梅干しが食べられません。","すっぱがりでうめぼしがたべられません。","신것을 싫어해서 매실장아찌를 먹을 수 없습니다.","sentence_completion","1","21_がり.md"
"がり","酸っぱがりで梅干しが食べられません。","すっぱがりでうめぼしがたべられません。","신것을 싫어해서 매실장아찌를 먹을 수 없습니다.","meaning_comprehension","1","21_がり.md"
"がり","心配がりの母が電話してきました。","しんぱいがりのははがでんわしてきました。","걱정이 많은 어머니가 전화를 해왔습니다.","sentence_completion","1","21_がり.md"
"がり","心配がりの母が電話してきました。","しんぱいがりのははがでんわしてきました。","걱정이 많은 어머니가 전화를 해왔습니다.","meaning_comprehension","1","21_がり.md"
"がり","忘れがりで手帳を使っています。","わすれがりでてちょうをつかっています。","잘 잊어버려서 수첩을 사용하고 있습니다.","sentence_completion","1","21_がり.md"
"がり","忘れがりで手帳を使っています。","わすれがりでてちょうをつかっています。","잘 잊어버려서 수첩을 사용하고 있습니다.","meaning_comprehension","1","21_がり.md"
"がる","妹は犬を怖がっています。","いもうとはいぬをこわがっています。","여동생은 개를 무서워하고 있습니다.","sentence_completion","1","22_がる.md"
"がる","妹は犬を怖がっています。","いもうとはいぬをこわがっています。","여동생은 개를 무서워하고 있습니다.","meaning_comprehension","1","22_がる.md"
"がる","子供が暗闇を嫌がりました。","こどもがくらやみをいやがりました。","아이가 어둠을 싫어했습니다.","sentence_completion","1","22_がる.md"
"がる","子供が暗闇を嫌がりました。","こどもがくらやみをいやがりました。","아이가 어둠을 싫어했습니다.","meaning_comprehension","1","22_がる.md"
"がる","患者は痛がって泣いていました。","かんじゃはいたがってないていました。","환자는 아파해서 울고 있었습니다.","sentence_completion","1","22_がる.md"
"がる","患者は痛がって泣いていました。","かんじゃはいたがってないていました。","환자는 아파해서 울고 있었습니다.","meaning_comprehension","1","22_がる.md"
"がる","彼女は寒がって毛布をかけました。","かのじょはさむがってもうふをかけました。","그녀는 추워해서 담요를 덮었습니다.","sentence_completion","1","22_がる.md"
"がる","彼女は寒がって毛布をかけました。","かのじょはさむがってもうふをかけました。","그녀는 추워해서 담요를 덮었습니다.","meaning_comprehension","1","22_がる.md"
"がる","息子は恥ずかしがって顔を隠しました。","むすこははずかしがってかおをかくしました。","아들은 부끄러워해서 얼굴을 가렸습니다.","sentence_completion","1","22_がる.md"
"がる","息子は恥ずかしがって顔を隠しました。","むすこははずかしがってかおをかくしました。","아들은 부끄러워해서 얼굴을 가렸습니다.","meaning_comprehension","1","22_がる.md"
"がる","猫が暑がって影で休んでいます。","ねこがあつがってかげでやすんでいます。","고양이가 더워해서 그늘에서 쉬고 있습니다.","sentence_completion","1","22_がる.md"
"がる","猫が暑がって影で休んでいます。","ねこがあつがってかげでやすんでいます。","고양이가 더워해서 그늘에서 쉬고 있습니다.","meaning_comprehension","1","22_がる.md"
"がる","娘は注射を嫌がって逃げました。","むすめはちゅうしゃをいやがってにげました。","딸은 주사를 싫어해서 도망갔습니다.","sentence_completion","1","22_がる.md"
"がる","娘は注射を嫌がって逃げました。","むすめはちゅうしゃをいやがってにげました。","딸은 주사를 싫어해서 도망갔습니다.","meaning_comprehension","1","22_がる.md"
"がる","友達はスピーチを恥ずかしがっていました。","ともだちはスピーチをはずかしがっていました。","친구는 연설을 부끄러워하고 있었습니다.","sentence_completion","1","22_がる.md"
"がる","友達はスピーチを恥ずかしがっていました。","ともだちはスピーチをはずかしがっていました。","친구는 연설을 부끄러워하고 있었습니다.","meaning_comprehension","1","22_がる.md"
"がる","赤ちゃんが暗闇を怖がって泣きました。","あかちゃんがくらやみをこわがってなきました。","아기가 어둠을 무서워해서 울었습니다.","sentence_completion","1","22_がる.md"
"がる","赤ちゃんが暗闇を怖がって泣きました。","あかちゃんがくらやみをこわがってなきました。","아기가 어둠을 무서워해서 울었습니다.","meaning_comprehension","1","22_がる.md"
"がる","学生は宿題を嫌がっています。","がくせいはしゅくだいをいやがっています。","학생은 숙제를 싫어하고 있습니다.","sentence_completion","1","22_がる.md"
"がる","学生は宿題を嫌がっています。","がくせいはしゅくだいをいやがっています。","학생은 숙제를 싫어하고 있습니다.","meaning_comprehension","1","22_がる.md"
"始める","雨が降り始めました。","あめがふりはじめました。","비가 내리기 시작했습니다.","sentence_completion","2","23_始める.md"
"始める","雨が降り始めました。","あめがふりはじめました。","비가 내리기 시작했습니다.","meaning_comprehension","2","23_始める.md"
"始める","雨が降り始めました。","あめがふりはじめました。","비가 내리기 시작했습니다.","pattern_identification","2","23_始める.md"
"始める","彼は英語を勉強し始めました。","かれはえいごをべんきょうしはじめました。","그는 영어를 공부하기 시작했습니다.","sentence_completion","2","23_始める.md"
"始める","彼は英語を勉強し始めました。","かれはえいごをべんきょうしはじめました。","그는 영어를 공부하기 시작했습니다.","meaning_comprehension","2","23_始める.md"
"始める","彼は英語を勉強し始めました。","かれはえいごをべんきょうしはじめました。","그는 영어를 공부하기 시작했습니다.","pattern_identification","2","23_始める.md"
"始める","桜の花が咲き始めました。","さくらのはながさきはじめました。","벚꽃이 피기 시작했습니다.","sentence_completion","2","23_始める.md"
"始める","桜の花が咲き始めました。","さくらのはながさきはじめました。","벚꽃이 피기 시작했습니다.","meaning_comprehension","2","23_始める.md"
"始める","桜の花が咲き始めました。","さくらのはながさきはじめました。","벚꽃이 피기 시작했습니다.","pattern_identification","2","23_始める.md"
"始める","子供たちが歌い始めました。","こどもたちがうたいはじめました。","아이들이 노래하기 시작했습니다.","sentence_completion","2","23_始める.md"
"始める","子供たちが歌い始めました。","こどもたちがうたいはじめました。","아이들이 노래하기 시작했습니다.","meaning_comprehension","2","23_始める.md"
"始める","子供たちが歌い始めました。","こどもたちがうたいはじめました。","아이들이 노래하기 시작했습니다.","pattern_identification","2","23_始める.md"
"始める","火事が燃え始めました。","かじがもえはじめました。","화재가 타기 시작했습니다.","sentence_completion","2","23_始める.md"
"始める","火事が燃え始めました。","かじがもえはじめました。","화재가 타기 시작했습니다.","meaning_comprehension","2","23_始める.md"
"始める","火事が燃え始めました。","かじがもえはじめました。","화재가 타기 시작했습니다.","pattern_identification","2","23_始める.md"
"始める","会議が始まり始めました。","かいぎがはじまりはじめました。","회의가 시작되기 시작했습니다.","sentence_completion","2","23_始める.md"
"始める","会議が始まり始めました。","かいぎがはじまりはじめました。","회의가 시작되기 시작했습니다.","meaning_comprehension","2","23_始める.md"
"始める","会議が始まり始めました。","かいぎがはじまりはじめました。","회의가 시작되기 시작했습니다.","pattern_identification","2","23_始める.md"
"始める","店が開き始めました。","みせがひらきはじめました。","가게가 열리기 시작했습니다.","sentence_completion","2","23_始める.md"
"始める","店が開き始めました。","みせがひらきはじめました。","가게가 열리기 시작했습니다.","meaning_comprehension","2","23_始める.md"
"始める","店が開き始めました。","みせがひらきはじめました。","가게가 열리기 시작했습니다.","pattern_identification","2","23_始める.md"
"始める","彼女は泣き始めました。","かのじょはなきはじめました。","그녀는 울기 시작했습니다.","sentence_completion","2","23_始める.md"
"始める","彼女は泣き始めました。","かのじょはなきはじめました。","그녀는 울기 시작했습니다.","meaning_comprehension","2","23_始める.md"
"始める","彼女は泣き始めました。","かのじょはなきはじめました。","그녀는 울기 시작했습니다.","pattern_identification","2","23_始める.md"
"始める","車が動き始めました。","くるまがうごきはじめました。","차가 움직이기 시작했습니다.","sentence_completion","2","23_始める.md"
"始める","車が動き始めました。","くるまがうごきはじめました。","차가 움직이기 시작했습니다.","meaning_comprehension","2","23_始める.md"
"始める","車が動き始めました。","くるまがうごきはじめました。","차가 움직이기 시작했습니다.","pattern_identification","2","23_始める.md"
"始める","犬が吠え始めました。","いぬがほえはじめました。","개가 짖기 시작했습니다.","sentence_completion","2","23_始める.md"
"始める","犬が吠え始めました。","いぬがほえはじめました。","개가 짖기 시작했습니다.","meaning_comprehension","2","23_始める.md"
"始める","犬が吠え始めました。","いぬがほえはじめました。","개가 짖기 시작했습니다.","pattern_identification","2","23_始める.md"
"続ける","彼は走り続けました。","かれははしりつづけました。","그는 계속 달렸습니다.","sentence_completion","2","24_続ける.md"
"続ける","彼は走り続けました。","かれははしりつづけました。","그는 계속 달렸습니다.","meaning_comprehension","2","24_続ける.md"
"続ける","彼は走り続けました。","かれははしりつづけました。","그는 계속 달렸습니다.","pattern_identification","2","24_続ける.md"
"続ける","雪が降り続けています。","ゆきがふりつづけています。","눈이 계속 내리고 있습니다.","sentence_completion","2","24_続ける.md"
"続ける","雪が降り続けています。","ゆきがふりつづけています。","눈이 계속 내리고 있습니다.","meaning_comprehension","2","24_続ける.md"
"続ける","雪が降り続けています。","ゆきがふりつづけています。","눈이 계속 내리고 있습니다.","pattern_identification","2","24_続ける.md"
"続ける","祖母は編み物を続けています。","そぼはあみものをつづけています。","할머니는 뜨개질을 계속하고 있습니다.","sentence_completion","2","24_続ける.md"
"続ける","祖母は編み物を続けています。","そぼはあみものをつづけています。","할머니는 뜨개질을 계속하고 있습니다.","meaning_comprehension","2","24_続ける.md"
"続ける","祖母は編み物を続けています。","そぼはあみものをつづけています。","할머니는 뜨개질을 계속하고 있습니다.","pattern_identification","2","24_続ける.md"
"続ける","学者は研究を続けました。","がくしゃはけんきゅうをつづけました。","학자는 연구를 계속했습니다.","sentence_completion","2","24_続ける.md"
"続ける","学者は研究を続けました。","がくしゃはけんきゅうをつづけました。","학자는 연구를 계속했습니다.","meaning_comprehension","2","24_続ける.md"
"続ける","学者は研究を続けました。","がくしゃはけんきゅうをつづけました。","학자는 연구를 계속했습니다.","pattern_identification","2","24_続ける.md"
"続ける","彼女は歌い続けました。","かのじょはうたいつづけました。","그녀는 계속 노래했습니다.","sentence_completion","2","24_続ける.md"
"続ける","彼女は歌い続けました。","かのじょはうたいつづけました。","그녀는 계속 노래했습니다.","meaning_comprehension","2","24_続ける.md"
"続ける","彼女は歌い続けました。","かのじょはうたいつづけました。","그녀는 계속 노래했습니다.","pattern_identification","2","24_続ける.md"
"続ける","機械が動き続けています。","きかいがうごきつづけています。","기계가 계속 움직이고 있습니다.","sentence_completion","2","24_続ける.md"
"続ける","機械が動き続けています。","きかいがうごきつづけています。","기계가 계속 움직이고 있습니다.","meaning_comprehension","2","24_続ける.md"
"続ける","機械が動き続けています。","きかいがうごきつづけています。","기계가 계속 움직이고 있습니다.","pattern_identification","2","24_続ける.md"
"続ける","警察は捜査を続けています。","けいさつはそうさをつづけています。","경찰은 수사를 계속하고 있습니다.","sentence_completion","2","24_続ける.md"
"続ける","警察は捜査を続けています。","けいさつはそうさをつづけています。","경찰은 수사를 계속하고 있습니다.","meaning_comprehension","2","24_続ける.md"
"続ける","警察は捜査を続けています。","けいさつはそうさをつづけています。","경찰은 수사를 계속하고 있습니다.","pattern_identification","2","24_続ける.md"
"続ける","子供は泣き続けました。","こどもはなきつづけました。","아이는 계속 울었습니다.","sentence_completion","2","24_続ける.md"
"続ける","子供は泣き続けました。","こどもはなきつづけました。","아이는 계속 울었습니다.","meaning_comprehension","2","24_続ける.md"
"続ける","子供は泣き続けました。","こどもはなきつづけました。","아이는 계속 울었습니다.","pattern_identification","2","24_続ける.md"
"続ける","火が燃え続けています。","ひがもえつづけています。","불이 계속 타고 있습니다.","sentence_completion","2","24_続ける.md"
"続ける","火が燃え続けています。","ひがもえつづけています。","불이 계속 타고 있습니다.","meaning_comprehension","2","24_続ける.md"
"続ける","火が燃え続けています。","ひがもえつづけています。","불이 계속 타고 있습니다.","pattern_identification","2","24_続ける.md"
"続ける","医師は治療を続けました。","いしはちりょうをつづけました。","의사는 치료를 계속했습니다.","sentence_completion","2","24_続ける.md"
"続ける","医師は治療を続けました。","いしはちりょうをつづけました。","의사는 치료를 계속했습니다.","meaning_comprehension","2","24_続ける.md"
"続ける","医師は治療を続けました。","いしはちりょうをつづけました。","의사는 치료를 계속했습니다.","pattern_identification","2","24_続ける.md"
"終わる","映画を見終わりました。","えいがをみおわりました。","영화를 다 봤습니다.","sentence_completion","2","25_終わる.md"
"終わる","映画を見終わりました。","えいがをみおわりました。","영화를 다 봤습니다.","meaning_comprehension","2","25_終わる.md"
"終わる","映画を見終わりました。","えいがをみおわりました。","영화를 다 봤습니다.","pattern_identification","2","25_終わる.md"
"終わる","本を読み終わりました。","ほんをよみおわりました。","책을 다 읽었습니다.","sentence_completion","2","25_終わる.md"
"終わる","本を読み終わりました。","ほんをよみおわりました。","책을 다 읽었습니다.","meaning_comprehension","2","25_終わる.md"
"終わる","本を読み終わりました。","ほんをよみおわりました。","책을 다 읽었습니다.","pattern_identification","2","25_終わる.md"
"終わる","料理を作り終わりました。","りょうりをつくりおわりました。","요리를 다 만들었습니다.","sentence_completion","2","25_終わる.md"
"終わる","料理を作り終わりました。","りょうりをつくりおわりました。","요리를 다 만들었습니다.","meaning_comprehension","2","25_終わる.md"
"終わる","料理を作り終わりました。","りょうりをつくりおわりました。","요리를 다 만들었습니다.","pattern_identification","2","25_終わる.md"
"終わる","掃除が終わりました。","そうじがおわりました。","청소가 끝났습니다.","sentence_completion","2","25_終わる.md"
"終わる","掃除が終わりました。","そうじがおわりました。","청소가 끝났습니다.","meaning_comprehension","2","25_終わる.md"
"終わる","掃除が終わりました。","そうじがおわりました。","청소가 끝났습니다.","pattern_identification","2","25_終わる.md"
"終わる","手紙を書き終わりました。","てがみをかきおわりました。","편지를 다 썼습니다.","sentence_completion","2","25_終わる.md"
"終わる","手紙を書き終わりました。","てがみをかきおわりました。","편지를 다 썼습니다.","meaning_comprehension","2","25_終わる.md"
"終わる","手紙を書き終わりました。","てがみをかきおわりました。","편지를 다 썼습니다.","pattern_identification","2","25_終わる.md"
"終わる","洗濯物を干し終わりました。","せんたくものをほしおわりました。","빨래를 다 널었습니다.","sentence_completion","2","25_終わる.md"
"終わる","洗濯物を干し終わりました。","せんたくものをほしおわりました。","빨래를 다 널었습니다.","meaning_comprehension","2","25_終わる.md"
"終わる","洗濯物を干し終わりました。","せんたくものをほしおわりました。","빨래를 다 널었습니다.","pattern_identification","2","25_終わる.md"
"終わる","夕食を食べ終わりました。","ゆうしょくをたべおわりました。","저녁식사를 다 먹었습니다.","sentence_completion","2","25_終わる.md"
